address,chain,contract_name,verified,is_erc20,erc20_funcs
0x37e49bf3749513a02fa535f0cbc383796e8107e4,mainnet,WiseLending,True,False,0
0x88b3eb62e363d9f153beab49c5c2ef2e785a375a,bsc,PancakePair,True,True,3
0x7dda132dd57b773a94e27c5caa97834a73510429,bsc,KEKESANTA,True,True,3
0xdbb20a979a92cccce15229e41c9b082d5b5d7e31,mainnet,WeightedIndex,True,True,3
0xd188492217f09d18f2b0ece3f8948015981e961a,bsc,ERC1967Proxy,True,False,0
0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,mainnet,Morpho,True,False,0
0xb38c2d2d6a168d41aa8eb4cead47e01badbdcf57,bsc,MICToken,True,True,3
0x364f17a23ae4350319b7491224d10df5796190bc,mainnet,LiquidXv2Zap,True,False,1
0xa2268fcc2fe7a2bb755fbe5a7b3ac346ddfedb9b,bsc,InitialMintV2,True,False,0
0xcc5fda5e3ca925bd0bb428c8b2669496ee43067e,mainnet,WrappedTokenSwapperImpl,True,False,0
0x3541499cda8ca51b24724bb8e7ce569727406e04,mainnet,TransparentUpgradeableProxy,True,False,0
0xffadb0bba4379dfabfb20ca6823f6ec439429ec2,mainnet,Comptroller,True,False,0
0xfd80a436da2f4f4c42a5dbfa397064cfeb7d9508,bsc,SATX,True,True,3
0x31bfa137c76561ef848c2af9ca301b60451caac0,bsc,GGGTOKEN,True,True,3
0x664201579057f50d23820d20558f4b61bd80bdda,bsc,TOKENbnb,True,True,3
0x04c80bb477890f3021f03b068238836ee20aa0b8,mainnet,WeightedIndex,True,True,3
0xf2c8e860ca12cde3f3195423ecf54427a4f30916,mainnet,OTSeaStaking,True,False,0
0x4fb9657ac5d311dd54b37a75cfb873b127eb21fd,bsc,BurnsBuild,True,True,3
0xddadf1bf44363d07e750c20219c2347ed7d826b9,mainnet,PandorasNodes404,True,True,3
0xc0afd0e40bb3dcaebd9451aa5c319b745bf792b4,bsc,PresaleBSCV5,True,False,0
0xedecfa18cae067b2489a2287784a543069f950f4,bsc,TGBS,True,True,3
0xe77ec1bf3a5c95bfe3be7bdbacfe3ac1c7e454cd,mainnet,ERC_X,True,True,3
0x52d69c67536f55efefe02941868e5e762538dbd6,mainnet,Game,True,False,0
0x4e34dd25dbd367b1bf82e1b5527dbbe799fad0d0,mainnet,UnilendV2Pool,True,False,0
0x2ba9d4a8c41c60b71ff7df2c3f54b008644b954e,bsc,PancakePair,True,True,3
0xfe380fe1db07e531e3519b9ae3ea9f7888ce20c6,mainnet,RuggedMarket,True,False,0
0x65c210c59b43eb68112b7a4f75c8393c36491f06,mainnet,Chamber,True,False,0
0xb57e874082417b66877429481473cf9fcd8e0b8a,mainnet,DeezNutz,True,True,3
0x8584ddbd1e28bca4bc6fb96bafe39f850301940e,mainnet,JuiceStaking,True,False,0
0x1ac5fac863c0a026e029b173f2ae4d33938ab473,bsc,IntrospectionToken,True,True,3
0xd309f0fd5c3b90ecfb7024ede7d329d9582492c5,bsc,SquidTokenSwap,True,False,0
0xde698b5bbb4a12ddf2261bbdf8e034af34399999,bsc,AbsToken,True,True,3
0x46f54d434063e5f1a2b2cc6d9aaa657b1b9ff82c,mainnet,PrivilegedCheckpointCauldronV4,True,False,0
0xa5957e0e2565dc93880da7be32abcbdf55788888,bsc,Token,True,True,3
0xe5c6f5fef89b64f36bfccb063962820136bac42f,mainnet,Hoppy,True,True,3
0x3da4828640ad831f3301a4597821cc3461b06678,bsc,UPS,True,True,3
0x80a0d7a6fd2a22982ce282933b384568e5c852bf,bsc,MinterProxyV2,True,False,0
0xee6de822159765daf0fd72d71529d7ab026ec2f2,bsc,ATOKEN,True,True,3
0xe8a290c6fc6fa6c0b79c9cfae1878d195aeb59af,bsc,ERC314,True,True,3
0x047d41f2544b7f63a8e991af2068a363d210d6da,mainnet,TransparentUpgradeableProxy,True,False,0
0xbcbcb0e7e28414e084c4a40c1ccc30b75629a7de,bsc,Reward,True,False,0
0x11cee747faaf0c0801075253ac28ab503c888888,bsc,Hackathon,True,True,3
0x810f4c6ae97bcc66da5ae6383cc31bd3670f6d13,bsc,OSN,True,True,3
0xa608985f5b40cdf6862bec775207f84280a91e3a,bsc,NGFSToken,True,True,3
0x4edda16ab4f4cc46b160abc42763ba63885862a4,bsc,SpotVault,True,True,3
0xef1f39d8391cddcaee62b8b383cb992f46a6ce4f,bsc,P404Token,True,True,3
0xf51cbf9f8e089ca48e454eb79731037a405972ce,bsc,GPU,True,True,3
0xa6447f6156effd23ec3b57d5edd978349e4e192d,mainnet,JokInTheBoxStaking,True,False,0
0xdf4895cd8247284ae3a7b3e28cf6c03113fada5f,bsc,EXboy,True,True,3
0x80df77b2ae5828ff499a735ee823d6cd7cf95f5a,bsc,INcufi,True,False,0
0x71e3056aa4985de9f5441f079e6c74454a3c95f0,bsc,RedKeysGame,True,False,0
0x9601313572ecd84b6b42dbc3e47bc54f8177558e,bsc,NCD,True,True,3
0x35d8949372d46b7a3d5a56006ae77b215fc69bc0,mainnet,TransparentUpgradeableProxy,True,False,0
0xb7d0a1adafa3e9e8d8e244c20b6277bee17a09b6,bsc,MineSTM,True,False,0
0xa1ce40702e15d0417a6c74d0bab96772f36f4e99,mainnet,WIFStaking,True,False,0
0x9f54e8eaa9658316bb8006e03fff1cb191aafbe6,mainnet,ConnectorDeleverageParaswap,True,False,0
0x2607118d363789f841d952f02e359bfa483955f9,bsc,PancakePair,True,True,3
0x2b45dd1d909c01aad96fa6b67108d691b432f351,bsc,Smart_Bank,True,False,0
0x566777ed780dbbe17c130ae97b9fbc0a3ab829df,bsc,trading,True,False,0
0x56ff4afd909aa66a1530fe69bf94c74e6d44500c,mainnet,Tonken,True,True,3
0x3d20601ac0ba9cae4564ddf7870825c505b69f1a,mainnet,AMTransparentUpgradeableProxy,True,False,0
0x35f5cef517317694df8c50c894080caa8c92af7d,bsc,WMRP,True,True,3
0xabc6e5a63689b8542dbdc4b4f39a7e00d4ac30c8,bsc,DexToken,True,True,3
0x2b083beaac310cc5e190b1d2507038ccb03e7606,mainnet,TransparentUpgradeableProxy,True,False,0
0xf3f84ce038442ae4c4dcb6a8ca8bacd7f28c9bde,mainnet,SilicaPools,True,False,1
0x7057f3b0f4d0649b428f0d8378a8a0e7d21d36a7,bsc,BEP20USDT,True,True,3
0xbe779d420b7d573c08eee226b9958737b6218888,bsc,AIZPT314,True,True,3
0xe3a0bc3483ae5a04db7ef2954315133a6f7d228e,mainnet,YodlRouter,True,False,0
0x18775475f50557b96c63e8bbf7d75bfeb412082d,mainnet,FireToken,True,True,3
0xd1456d1b9ceb59abd4423a49d40942a9485ceef6,mainnet,SASHA,True,True,3
0x280a8955a11fcd81d72ba1f99d265a48ce39ac2e,mainnet,VirtualToken,True,True,3
0xd511096a73292a7419a94354d4c1c73e8a3cd851,bsc,TransparentUpgradeableProxy,True,False,0
0xa7e92345ddf541aa5cf60fee2a0e721c50ca1adb,bsc,DCF,True,True,3
0x061944c0f3c2d7dabafb50813efb05c4e0c952e1,bsc,Pledge,True,False,0
0x2ff960f1d9af1a6368c2866f79080c1e0b253997,bsc,LABUBU,True,True,3
0x5d16b8ba2a9a4eca6126635a6ffbf05b52727d50,mainnet,sorraStaking,True,False,0
0x05641e33fd15baf819729df55500b07b82eb8e89,mainnet,PumpToken,True,True,3
0xeab0d46682ac707a06aefb0ac72a91a3fd6fe5d1,bsc,Token,True,True,3
0x6bbef6df8db12667ae88519090984e4f871e5feb,bsc,LPMine,True,False,0
0xb040d88e61ea79a1289507d56938a6ad9955349c,bsc,Main,True,False,0
0x0fc91b6fea2e7a827a8c99c91101ed36c638521b,bsc,BTNFT,True,False,2
0x1962b3356122d6a56f978e112d14f5e23a25037d,bsc,Mosca,True,False,1
0xd8791f0c10b831b605c5d48959eb763b266940b9,bsc,Mosca,True,False,1
0x42e2773508e2ae8ff9434bea599812e28449e2cd,bsc,LifeProtocolContract,True,False,0
0xc10e0319337c7f83342424df72e73a70a29579b2,bsc,AST,True,True,3
0x09762e00ce0de8211f7002f70759447b1f2b1892,bsc,Token,True,True,3
0x76ea342bc038d665e8a116392c82552d2605eda1,mainnet,UniswapV2Pair,True,True,3
0xe9c4d4f095c7943a9ef5ec01afd1385d011855a1,bsc,Token,True,True,3
0x67ca347e7b9387af4e81c36cca4eaf080dcb33e9,bsc,BBXToken,True,True,3
0x7fdff64bf87bad52e6430bda30239bd182389ee3,bsc,YziLabs,True,True,3
0x99855380e5f48db0a6babeae312b80885a816dce,bsc,Stepp2p,True,False,0
0xdbead75d3610209a093af1d46d5296bbeffd53f5,bsc,PancakePair,True,True,3
0x746727fc8212ed49510a2cb81ab0486ee6954444,bsc,StandardToken,True,True,3
0x3612e4cb34617bcac849add27366d8d85c102efd,bsc,YDTMainContract,True,True,3
0xf4a21ac7e51d17a0e1c8b59f7a98bb7a97806f14,mainnet,LeverageUp,True,False,0
0x37ea5f691bce8459c66ffceeb9cf34ffa32fdadc,mainnet,GradientMarketMakerPool,True,False,0
0x3da0f00d5c4e544924bc7282e18497c4a4c92046,bsc,MulticallWithETH,True,False,0
0x6e90c85a495d54c6d7e1f3400fef1f6e59f86bd6,mainnet,ResupplyPair,True,False,0
0xb192d4a737430aa61cea4ce9bfb6432f7d42592f,bsc,Token,True,True,3
0xc321ac21a07b3d593b269acdace69c3762ca2dd0,bsc,RANTToken,True,True,3
0x21ab8943380b752306abf4d49c203b011a89266b,bsc,Grizzifi,True,False,0
0x1bc016c00f8d603c41a582d5da745905b9d034e5,bsc,ABCCApp,True,False,0
